,Commit Message,HOW,Quality attributes changes,Code smells,Other,WHY,WHERE,WHAT,After fixing a bug,Before releasing the code,During code review ,After introducing major functional changes,WHEN,WHO,Severity/Importance of the fixed problem,Benefits from the introduced changes ,,,,Nbr components,
1024,replaced the ontology element drop-down menu with an action bar,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1025,Also rename MetricInfo to Plugin info,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
1026,[bs-61] Allow non-default servlets and filters to be registered,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,2,
1027,[CXF-1053] -verbose logging of more information when not unwrapping an operation,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,2,
1028,Removed proximityHider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1029,Changes from WPS 1.0 branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1030,"[#6011] Add Name.fields(Name, ...)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
1031,"Refactor UI and PostProcessing, trying to fix the click-through problem with panel animator mouse events, but it looks like the Stage will receive events in any case, no matter canceling, not bubbling or handle().",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1032,Less unwanted files created during tests,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1033,Added support for mandatory versions. Implemented caching of JSON response to reduce number of server requests / network traffic.,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,,,2,
1034,"Configuration: all playlist settings grouped, each particular playlist has its own independent column set",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1035,merge 4.1 to trunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1036,commit 1811 extractorapp unsupported geometry patches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1037,"Enhance odaconsumer parameter support 	- Prevent different parameter hint names to be defined for the same parameter position. 	- Enhanced parameter setting logic to be more robust for handling drivers that claim support for named parameter but in fact does not. Enhance odaconsumer to wrap UnsupportedOperationException's from ODA interface methods in a DataException before passing the error back to the rest of the data engine.",0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,,,,3,
1038,"Various compile-time (-Xlint) warnings fixed, built with up-to-date jjtree/javacc.",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,2,
1039,HIVE-6147 - Support avro data stored in HBase columns (Swarnim Kulkarni via Brock),0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,2,
1040,support for non jar deployments,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,,,2,
1041,added undo redo for pasting,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,,,2,
1042,"Improve the test coverage that gets recorded when running the functional test.  It's hard to explain, but see the big comment I left at the bottom of InstrumentTask.java for my attempt at an explanation",0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,,,2,
1043,JHERO-31: Upgrade database enum (store as string instead of integer),0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,2,
1044,SONARJAVA-1113 Feed cognititve complexity metric (#1385),1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,3,
1045,ISPN-3114 AtomicHashMap.put is not atomic with pessimistic locking,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,,,,2,
1046,[CXF-7555] Moving SpringViewResolverProvider to .springmvc. subpackage,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,3,
1047,ACT-506:  multi instance support in diagram generation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1048,Try to fix the MainTest in camel-spring-javaconfig,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,,,,2,
1049,Handling __bootstrap__ module (loads compiled module instead of source module).,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,,,,4,
1050,analytics: update tests to new conventions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1051,Added polymorphic test for #611; somewhat surprisingly it passes right away...,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,2,
1052,tmf: Import from archive in the standard import wizard,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,,,,3,
1053,Add support for environment attachments,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,,,,4,
1054,Fixed Bug 411489 - [1.8][compiler] NPE in CompoundAssignment.analyseCode  when creating AST for java.util.stream.Collectors ,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,,,,4,
1055,refactoring testutis -> testutil,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,3,
1056,[SSHD-541] Checkstyle validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1057,Lots of code clean-up; refactoring in preparation for splitting out MDEI and MultiDayCalendarController,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
1058,HBASE-1517  Add the ability to easily extend some HLog actions HBASE-1534  Recursive deletes and misc improvements to ZKW,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,2,
1059,take care of http method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1060, Add option to add comments to pull requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1061,"Push workspace management into the graph driver, since we need a place to store workspaces for durability's sake and since the graph driver is likely to need to store its own information related to version selections for a given workspace anyway.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1062,set StopTriggerAfterError to true when we encounter an error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1063,chore(engine): use correlation builder to start an instance by message,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1064,better JMX name for Tomcat datasources in openejb subdomain,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1065,#110: support for extracting result of method invocation via extractResultOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1066,"ViewRouter implemetation has been finished, Exception handling has been slightly redesigned. The JspExceptionHandler is obsolete from now and is replaced by a ViewExceptionHandler.",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,3,
1067,Not tested is now treated as a different category from not trusted.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1068,merge with branch jasper1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1069,Patch for Andrew Niefer: patch_04.15.03(cdt.core).txt     -fixed scanner bug36047   patch_04.15.03(cdt.ui.test).txt     -Moved ScannerFailedTest::testBug36047 to ScannerTestCase::testBug36047     -Added ScannerFailedTest::testBug36475,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,,,,4,
1070,Refactored Slim3 GWT.,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,3,
1071,IOUtils: added a way to zip more than one folder into a single zip for ceylon/ceylon-compiler#1191,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,3,
1072,"https://jira.jboss.org/browse/JBIDE-6187 , New File creation was added, table with content of properties file was added.",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,3,
1073,rename *SwitchMove* to *SwapMove*,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
1074,Fixed up the main service to handle the special case of split updating in the case of new files,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
1075,MAHOUT-846: Improved scalability of GaussianCluster.pdf. Introduced some beginnings for MAHOUT-933. All tests run.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
1076,added comments and got new style args working for super.template(...),0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
1077,Argument converter for string to * conversion,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,2,
1078,fixing view properies tests,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
1079,New version of the OME notebook.  Moved old version to old-notebook.,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,5,
1080,changed a few names,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,3,
1081,[PLAT-1884] Bill pricing: added instrument in YieldCalculator and added instrument construction from yield.,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
1082,Zeiss CZI: improved channel metadata parsing,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
1083,[PLAT-1461] Added converter for bond future option trades,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
1084,Refactored teardownTickets -> teardownRecords.  Renamed TicketResourceCT to RecordsResourceCT,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,5,
1085,Added second oprofile launch type to allow separate configuration of manual vs non-manual profiles. Split the launch delegate into an abstract class and two subclasses. Also added fix for manual profile where the dialog will never close if the launch terminates before it opens.,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,5,
1086,Fix of the data set deleter,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
1087,"Enforce db4o singleton in Guice, allow overrides with test.conf, wire into ProxyService",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,3,
1088,HV-1145 Move the extraction of the value to validate to MetaConstraint,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,4,
1089,Much work to reconfigure shaders automatically based on the model's  current JME state set.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
1090,Response and Cookie support,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,2,
1091,Added chainlistener so that we can coherently deal with channel renames and masq events.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
1092,"Move Crunch classes to their own package and fill in missing javadoc. Add external links to Avro, Crunch, Hadoop in javadoc.",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
1093,#NTSDM-48 aggiunta in configurazione la scelta order-number vs order-id,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
1094,More work on STARTTLS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
1095,refactor for a more unified templating experieince,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,2,
1096,jfinal 3.1 release ^_^,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,2,
1097,"NXP-14130: fix nxu:valueHolder tag when re-rendered in ajax, its value is now held by a view scoped managed bean",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
1098,chore(rest): add value type name field for historic variable update,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
1099,migrate from flexjson to gson (stable).,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,2,
1100,"Committed work made while the migration to METRO was going on. The generic wrapper should now be able to wrap command line tools, however, it does not yet have a sensible support for getting a service description and it still lacks quite a lot of JUnit tests.",0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,,,,4,
1101,Fix misspelling in ResolutionReport interface method name.,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
1102,Improvements to ZooKeeper usage within LilyClient:  - check on startup if the /lily/repositoryNodes znode exists  - correctly handle connection loss & restore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1103,Additional fix for #497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1104,"Parsing updates, moving away from low level api.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1105,SONAR-9054 return org pages in WS api/navigation/organization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1106,Bug 88916 - [Preferences] IDE should subclass FileEditorsPreferencePage,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,1,
1107,SONAR-1171 Add EventBus,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,1,
1108,clear all cookies from webview database when logged out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1109,new mobtypes cannow be added,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1110,jarb sample now also follows org.jarbframework base package,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1111,Revised codes for filter helper.,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,,,,5,
1112,COMETD-498 (Publish callbacks are not invoked for locally failed messages).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1113,Factored out lightweight collection entity.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,2,
1114,"Working on dwr.war to simplify and make it more fit for a release includes removing unused classes, trimming the less good demos, and adding documentation",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
1115,"1148, window keepWithinParent can only work for stage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1116, * Change OAuthScopes into an interface as opposed to boilerplating annotations.  * Fixed errors because of boilerplating annotations.,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,1,
1117,added Transform as a statistic.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,1,
1118,DDF-3144 Fix removeAll command not deleting all metacards when batchSize exceeds catalog page size (#1161),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1119,rothenberg and extended property view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1120,ItEr34S11CUCreacionUnidadesPlanificacionItEr33S14: Extracting methods for rendering each cell,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
1121,HBX-1467: Move functionality of JDBCMetadataConfiguration into JdbcMetadataSources - Inline JDBCMetaDataConfiguration#getMetadata() in JDBCMetaDataConfiguration#readFromJDBC(),1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
1122,search results show product photos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1123,added NDK build skeleton removed some hardcoded architecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1124,[Archi4] Refactor IObjectUIProvider and alternate figures,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,4,
1125,Fix for issue #366: re-implement rules for direct field access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1126,HADOOP-11114. Parse 'HadoopArchive' commandline using cli Options. (Contributed by Vinayakumar B),0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,1,
1127,Update the algorithm to adjust measure aggregations.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,1,
1128,support multi-filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1129,CRASH-48 : Allow a plugin to declare its configuration properties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1130,Extracted WeightMessage into a dedicated class,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
1131,Remove constraint indexes when removing constraints.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1132,DATAREST-511 - Re-added accidentally dropped existing links.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1133,Update for recipe changes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1134,Testing visit of string constant node.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,2,
1135,added support for nested Searchables,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
1136,    WINDUP-981 + WINDUP-1013 Maven coords of identified archives are not shown in reports; app summary layout fix (#911),1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,,,,7,
1137,Deprecate memento.customFields,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
1138,adding categories to entries,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,2,
1139,ISPN-1091 - TopologyAwareConsistentHash with virtual nodes enabled can return two owners for a key when there is only one node in the cluster,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,,,,5,
1140,Amend design to generate MetaBean classes with meta-property methods,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,,,,6,
1141,code polishing,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1142,"Added API for FORGE-414, Implemented FORGE-405",0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,,,,5,
1143,"[CXF-5944] Finalizing the current round of refactorings with introducing a dedicated rt rs security module, idea from Luigi Lo Iacono",1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,,,,8,
1144,refactored class,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,2,
1145,Updated Facebook SDK and changed package name,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,3,
1146,"character case conversion, fix to type conversions involving NA, fixed dimensions propagation in math functions",1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,,,,7,
1147," more tweaks to ReducePipe. Added concept of a Pair tuple. :| ... Not liking it, but needed.",0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,,,,3,
1148,Optimized search for people by name. Changed domain model to support person indexing by name. Optimized AutoCompleteServlet Changed AutoCompleteServlet to work with collections instead of only lists. Removed unnecessary services.,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,,,,6,
1149,"Patch for Hoda Amer: - The static sign will show if the parser sets isStatic() to true for any element. For now, I am just saving this info in the element info. We could change it later if we need another icon for variables and functions.",1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,,,,7,
1150,SONARJAVA-1137 Compound assignment with this should create new symbolic value (#1388),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1151,Regex pattern escaping Empty Container description (with page metadata only) default again,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,1,
1152,More PDF417 changes from Guenther,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,2,
1153,CSPACE-6717: Event listener that updates computed current location in Cataloging records now filters out past versions of documents.,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,5,
1154,added additional examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1155,"Merged revisions 10518,10531-10533,10537-10538,10545-10548,10550-10551,10554-10556,10558 via svnmerge from  https://opennms.svn.sourceforge.net/svnroot/opennms/opennms/branches/1.6-testing",0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,,,,5,
1156,add js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1157,Tx & concurrency: fixed issue 161,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,,,,4,
1158,Method rename from setter to getter,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
1159,MONDRIAN: Add more compatibility tests. (note case tests commented out),0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,,,,4,
1160,Port old TachyonFile wip.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
1161,De-static some bits on ImportSet.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
1162,Renaming IncrementalActivityProfile to ActivityProfile,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,3,
1163,"Dirty screen's elements when it is dirty, and dirty popups on attach",1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,,,3,
1164,[PAXWICKET-111] Upgrade examples to to use the latest spring example,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,,,3,
1165,really fix use of env var in pols tru ${env.xxxx},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1166,ROO-1745: Post 1.1.0.M1 code refactor and clean up - using constants for JavaTypes,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1167,[OGW] Added most red cards. Updated a few other cards that use Discard a card. If you do,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,2,
1168,correct field name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1169,new bit vectors that do not require 0 to be the first index; also a new intset implementation that uses them combined with a sparse set and makes some attempt to minimize space use,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,3,
1170,replace the PorterStemmer with the syncronized implemention of stemmer so that different jobs can run in parallel,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,3,
1171,SONAR-7875 Log a warning when a metric should not be saved by a Sensor,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,2,
1172,Further fixes for Cloud Foundry console. Made server behaviour console calls synchronized.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1173,rpm: Improve createrepo checks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1174,Minor code cleanup and addition of comments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1175,added a feature to tell the processor to ignore certain keys.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1176,MZN add GCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1177,TEIID-1567 removing the use of cross join syntax for sybase,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,
1178,Rework remotesite.youview multi alias/channel to lock things together (#1311),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1179,Removes hard-dependency on zipkin v1 reporter (#503),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1180,Restart development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1181,JSFUNIT-110 Create JSF Spy Component,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1182,DDF-131 first cut of header and footer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1183,Deprecated HttpParams and related classes in favor of new configuration API,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,3,
1184,Removed resultSet property from ScriptDataSet.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
1185,Provided map stats for the maps which only have a proxy but don't have any data (#9657),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1186,"Expose single method for installs, callbacks.",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,2,
1187,Added getWidget call to ListWidget,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,2,
1188,"Added Signed JWT support to UserInfo endpoint response, closes #593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1189,Remove checked exception from public API,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
1190,- Summary: [Enhancement] problems with usability of chart designer,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1191,The hive can now be updated without restarting the JVM. The hive synchronization daemon is now functional and the hive can subscribe to update events from the daemon.,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,3,
1192,renamed event handler for the supported plugins,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
1193,"placeholders, presets button states",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
,,,346,146,286,,,,148,147,117,152,,,,,,,,,
